id,review.status,review.reviewer,review.log,meta.rootId,hasParent,term.full.de,term.full.en,term.short.de,term.short.en,definition.de,definition.en,isAcceleratorResearchSpecific
/funding-program/bmbf/erum/erum-data,01: in preparation,,,/funding-program/,/funding-program/bmbf/erum/,Aktionsplan ErUM-Data,action plan,,,"ErUM-Aktionsplan mit dem Ziel, das Potenzial von Daten und Digitalisierung bei der Erforschung von Universum und Materie an Forschungsinfrastrukturen voll auszuschöpfen. Der Fokus liegt auf der interdisziplinären Entwicklung und dem Transfer von digitalen Werkzeugen und Kompetenzen.",,false
/funding-program/bmbf/erum/erum-pro,01: in preparation,,,/funding-program/,/funding-program/bmbf/erum/,Aktionsplan ErUM-Pro,action plan ErUM-Pro,,,"ErUM-Aktionsplan für die Projektförderung zur Vernetzung von Hochschulen, Forschungsinfrastrukturen und Gesellschaft",,false
/funding-program/bmbf/erum/erum-transfer,01: in preparation,,,/funding-program/,/funding-program/bmbf/erum/,Aktionsplan ErUM-Transfer,action plan ErUM-Transfer,,,"ErUM-Aktionsplan mit dem Ziel, das Potenzial neuer Erkenntnisse und Technologien aus der naturwissenschaftlichen Grundlagenforschung an Forschungsinfrastrukturen für Wirtschaft und Gesellschaft zu erschließen. Der Charakter der Neugier getriebenen Grundlagenforschung soll dabei erhalten bleiben.",,false
/funding-program/dfg-funding-program/,01: in preparation,,,/funding-program/,/funding-program/,Förderprogramme der Deutschen Forschungsgemeinschaft (DFG),funding program of the german research foundation (DFG),DFG-Förderprogramme,,,,false
/funding-program/dfg-funding-program/cluster-of-excellence,01: in preparation,,,/funding-program/,/funding-program/dfg-funding-program/,Exzellenzcluster,cluster of excellence,,,,,false
/funding-program/dfg-funding-program/research-training-groups,01: in preparation,,,/funding-program/,/funding-program/dfg-funding-program/,Graduiertenkolleg,research training group,,,Graduiertenkollegs sind von der DFG geförderte Programme der Hochschulen zur Unterstützung des wissenschaftlichen Nachwuchses. Sie konzentrieren sich auf die Qualifizierung von Promovierenden im Rahmen eines fokussierten Forschungsprogramms und einer strukturierten Ausbildungsstrategie.,Research Training Groups are DFG-funded  programmes set up by universities to support young researchers. They focus on the qualification of doctoral researchers within the framework of a focused research programme and a structured training strategy.,false
/funding-program/eu/,01: in preparation,,,/funding-program/,/funding-program/,Förderprogramme der Europäischen Union,funding program of the european union,,,,,false
/funding-program/eu/fp6,01: in preparation,,,/funding-program/,/funding-program/eu/,6. EU-Forschungsrahmenprogramm,6th eu research framework program,FP6,FP6,,,false
/funding-program/eu/fp7,01: in preparation,,,/funding-program/,/funding-program/eu/,7. EU-Forschungsrahmenprogramm,7th eu research framework program,FP7,FP7,,,false
/funding-program/eu/horizon-2020,01: in preparation,,,/funding-program/,/funding-program/eu/,Horizont 2020,Horizon 2020,,,"Horizont 2020 (2013 bis 2020) war das erste Rahmenprogramm für Forschung und Innovation. Es markiert einen Paradigmenwechsel hin zu einer wesentlich stärkeren Innovationsorientierung der Rahmenprogramme. Horizont 2020 deckt die gesamte Innovationskette ab: Von den ersten Ideen für die Grundlagenforschung bis hin zu fertig entwickelten neuartigen Produkten, Dienstleistungen und Verfahren für Markt und Gesellschaft bietet Horizont 2020 auf europäischer Ebene eine Vielzahl von effektiven Förder- und Unterstützungsmaßnahmen und schafft damit die besten Voraussetzungen für Innovationen.",,false
/funding-program/eu/horizon-europe,01: in preparation,,,/funding-program/,/funding-program/eu/,Horizont Europa,Horizon europe,,,"Horizont Europa (2021 bis 2027) ist das aktuelle Rahmenprogramm für Forschung und Innovation. Es gilt als das neunte Forschungsrahmenprogramm und es ist das zweite, das auch den Begriff Innovation im Titel trägt. Es ist das weltweit größte Einzelförderprogramm für Forschung und Innovation.",,false
/funding-program/hgf/,01: in preparation,,,/funding-program/,/funding-program/,Förderprogramme der Helmholtz-Gemeinschaft,by the helmholtz association,Helmholtz Förderprogramme,Helmholtz funding programmes,,,false
/funding-program/hgf/pof,01: in preparation,,,/funding-program/,/funding-program/hgf/,Programmorientierte Förderung (PoF) in der Helmholtz-Gemeinschaft,program oriented funding (PoF) of the Helmholtz Association,HGF-PoF,HGF-PoF,"In der Programmorientierten Förderung der Helmholtz-Gemeinschaft (PoF) konkurrieren zentrenübergreifende Forschungsprogramme um Fördermittel. Die Beschleunigerforschung der insgesamt sieben in diesem Bereich aktiven Zentren ist im Programm ""Materie und Technologien"" gebündelt. 


","In the Helmholtz Association's programme-oriented funding (PoF), cross-centre research programmes compete for funding. The accelerator research of the seven centres active in this field is bundled in the ‘Matter and Technologies’ programme. ",false
/information-content-entity/,01: in preparation,,,/,/,Publikationstyp,publication type,,,,,false
/information-content-entity/database,01: in preparation,,,/information-content-entity/,/information-content-entity/,Datenbank,database,,,,,false
/information-content-entity/report/,01: in preparation,,,/information-content-entity/,/information-content-entity/,Bericht,reports,,,,,false
/information-content-entity/report/annual-report,01: in preparation,,,/information-content-entity/,/information-content-entity/report/,Jahresbericht,annual report,,,,,false
/information-content-entity/report/design-report/,01: in preparation,,,/information-content-entity/,/information-content-entity/report/,Bericht zum Konzept,design report,,,,,false
/information-content-entity/report/design-report/conceptual-design-report,01: in preparation,,,/information-content-entity/,/information-content-entity/report/,Bericht zum konzeptionellen Gestaltungsplan,conceptual design report,,,,,false
/information-content-entity/report/design-report/technical-design-report,01: in preparation,,,/information-content-entity/,/information-content-entity/report/,Bericht zum technischen Gestaltungsplan,technical design report,,,,,false
/information-content-entity/repository,01: in preparation,,,/information-content-entity/,/information-content-entity/,Repository,repository,,,,"A repository, often abbreviated as ""repo"", is a centralized digital storage location used to store, manage, and organize various types of data, files, and resources. ",false
/information-content-entity/strategies-and-roadmaps,01: in preparation,,,/information-content-entity/,/information-content-entity/,Strategie und/oder Roadmap,strategy and/or roadmap,,,,,false
/information-content-entity/strategy-workshop-contributions,01: in preparation,,,/information-content-entity/,/information-content-entity/,Beitrag zum Strategieworkshop,strategy workshop paper,,,,,false
/information-content-entity/thesis/,01: in preparation,,,/information-content-entity/,/information-content-entity/,Abschlussarbeit,thesis,,,,,false
/information-content-entity/thesis/bachelor-thesis,01: in preparation,,,/information-content-entity/,/information-content-entity/thesis/,Bachelor-Arbeit,bachelor thesis,,,,,false
/information-content-entity/thesis/doctoral-thesis,01: in preparation,,,/information-content-entity/,/information-content-entity/thesis/,Doktorarbeit,doctoral thesis,,,,,false
/information-content-entity/thesis/doctoral-thesis/dr.-ing.,01: in preparation,,,/information-content-entity/,/information-content-entity/thesis/doctoral-thesis,Doktorarbeit (Dr.-Ing.),doctoral thesis (Dr.-Ing.),,,,,false
/information-content-entity/thesis/doctoral-thesis/dr.rer.nat.,01: in preparation,,,/information-content-entity/,/information-content-entity/thesis/doctoral-thesis,Dissertation (Dr. rer. nat.),doctoral dissertation (Dr. rer. nat.),,,,,false
/information-content-entity/thesis/doctoral-thesis/phd,01: in preparation,,,/information-content-entity/,/information-content-entity/thesis/doctoral-thesis,Doktorarbeit (PhD),doctoral thesis (phd),,,,,false
/information-content-entity/thesis/master-thesis,01: in preparation,,,/information-content-entity/,/information-content-entity/thesis/,Masterarbeit,masters thesis,,,,,false
/information-content-entity/website,01: in preparation,,,/information-content-entity/,/information-content-entity/,Web-Präsenz,web page,,,,,false
/organization/,01: in preparation,,,/,/,Organisation,organization,,,,,false
/organization/committee,01: in preparation,,,/organization/,/organization/,Komitee,committee,,,"Gruppe von Personen, die von einer Organisation einberufen wird, um gemeinsam an bestimmten Aufgaben, Projekten oder Empfehlungen zu arbeiten. ","Group of people appointed by an organisation to work together on specific tasks, projects or recommendations. ",false
/organization/committee/erum-committee,01: in preparation,,,/organization/,/organization/committee,ErUM-Komitee,ErUM committee,,,,,false
/organization/consortium,01: in preparation,,,/organization/,/organization/,Konsortium,consortium,,,,,false
/organization/formal-organization,01: in preparation,,,/organization/,/organization/,Formale Organisation,formal organization,,,,,false
/organization/formal-organization/department,01: in preparation,,,/organization/,/organization/formal-organization,Abteilung,department,,,,,false
/organization/formal-organization/sub-department,01: in preparation,,,/organization/,/organization/formal-organization/department,Unterabteilung,sub-department,,,,,false
/organization/funding-orgainzation,01: in preparation,,,/organization/,/organization/,Forschungsförderer,research funder,,,,,false
/organization/research-institution,01: in preparation,,,/organization/,/organization/,Forschungseinrichtung,research institution,,,,,false
/organization/university,01: in preparation,,,/organization/,/organization/,Universität,university,,,,,false
/organization/working-group,01: in preparation,,,/organization/,/organization/,Arbeitsgruppe,working group,,,,,false
/person/,01: in preparation,,,/,/,Person,person,,,,,false
/person/gender/,01: in preparation,,,/person/,/person/,Geschlecht,gender,,,,,false
/person/gender/female,01: in preparation,,,/person/,/person/gender/,weiblich,female,,,,,false
/person/gender/male,01: in preparation,,,/person/,/person/gender/,männlich,male,,,,,false
/person/gender/non-binary,01: in preparation,,,/person/,/person/gender/,nicht-binär,non-binary,,,,,false
/project/,01: in preparation,,,/,/,Projekt,project,,,,,false
/accelerator-research-topic/,01: in preparation,,,/,/,Themen der Beschleunigerforschung,accelerator research topic,,,,,true
/accelerator-research-topic/green-transformation,01: in preparation,,,/accelerator-research-topic/,/accelerator-research-topic/,Grüne Transformation,green transformation,,,,,true
/accelerator-research-topic/magnets,01: in preparation,,,/accelerator-research-topic/,/accelerator-research-topic/,Magnete,magnet,,,,,true
/accelerator-research-topic/magnets/superconducting,01: in preparation,,,/accelerator-research-topic/,/accelerator-research-topic/,Supraleitende Magnete,superconducting,,,,,true
/accelerator-research-topic/plasma-acceleration,01: in preparation,,,/accelerator-research-topic/,/accelerator-research-topic/,Plasmabasierte Beschleunigung,plasma acceleration,,,,,true
/strategic-issue/,01: in preparation,,,/,/,Strategisches Thema,strategic issue,,,,,false
/academic-teaching/,01: in preparation,,,/,/,Akademische Lehre,academic teaching,,,,,false
/academic-teaching/academic-study-programme/,01: in preparation,,,/academic-teaching/,/academic-teaching/,Studiengang,study program,,,,,false
/academic-teaching/academic-study-programme/bachelor-degree-programme,01: in preparation,,,/academic-teaching/,/academic-teaching/academic-study-programme/,Bachelor-Studiengang,undergraduate program,Bachelor,Bachelor,,,false
/academic-teaching/academic-study-programme/doctoral-programme,01: in preparation,,,/academic-teaching/,/academic-teaching/academic-study-programme/,Doktorat,doctoral program,Promotion,Doctorate,,,false
/academic-teaching/academic-study-programme/doctoral-programme/graduiertenkolleg,01: in preparation,,,/academic-teaching/,/academic-teaching/academic-study-programme/doctoral-programme,Graduiertenkolleg,research training group,,,"Graduiertenkollegs sind von der DFG finanziell geförderte Einrichtungen der Hochschulen zur frühzeitigen Nachwuchsförderung. Im Mittelpunkt steht die Qualifizierung von Promovierenden im Rahmen eines thematisch fokussierten Forschungsprogramms und eines strukturierten Qualifizierungskonzepts. Eine interdisziplinäre Ausrichtung der Graduiertenschulen ist erwünscht. Ziel ist es, die Promovierenden intensiv auf den komplexen wissenschaftlichen Arbeitsmarkt vorzubereiten und gleichzeitig ihre frühe wissenschaftliche Selbstständigkeit zu unterstützen.",Research Training Groups (Graduiertenkolleg) are university institutions funded by the DFG for the early promotion of young researchers. The focus is on the qualification of doctoral students within the framework of a thematically focused research programme and a structured qualification concept. An interdisciplinary orientation of the graduate schools is desirable. The aim is to prepare doctoral students intensively for the complex academic labour market and at the same time to support their early academic independence.,false
/academic-teaching/academic-study-programme/doctoral-programme/graduiertenschule,01: in preparation,,,/academic-teaching/,/academic-teaching/academic-study-programme/doctoral-programme,Graduiertenkolleg,graduate school,,,"Graduiertenkollegs sind von der DFG finanziell geförderte Einrichtungen der Hochschulen zur frühzeitigen Nachwuchsförderung. Im Mittelpunkt steht die Qualifizierung von Promovierenden im Rahmen eines thematisch fokussierten Forschungsprogramms und eines strukturierten Qualifizierungskonzepts. Eine interdisziplinäre Ausrichtung der Graduiertenschulen ist erwünscht. Ziel ist es, die Promovierenden intensiv auf den komplexen wissenschaftlichen Arbeitsmarkt vorzubereiten und gleichzeitig ihre frühe wissenschaftliche Selbstständigkeit zu unterstützen.",Research Training Groups (Graduiertenkolleg) are university institutions funded by the DFG for the early promotion of young researchers. The focus is on the qualification of doctoral students within the framework of a thematically focused research programme and a structured qualification concept. An interdisciplinary orientation of the graduate schools is desirable. The aim is to prepare doctoral students intensively for the complex academic labour market and at the same time to support their early academic independence.,false
/academic-teaching/academic-study-programme/master-degree-programme,01: in preparation,,,/academic-teaching/,/academic-teaching/academic-study-programme/,Masterstudiengang,master program,Master,Master,,,false
/academic-teaching/academic-teaching-event/,01: in preparation,,,/academic-teaching/,/academic-teaching/,Lehrveranstaltung,teaching event,,,Unterrichtseinheit im Rahmen eines  Studiums an einer Universität oder Hochschule,,false
/academic-teaching/academic-teaching-event/block,01: in preparation,,,/academic-teaching/,/academic-teaching/academic-teaching-event/,Blocklehrveranstaltung,block course,,,"Lehrveranstaltung, die sich nicht über ein ganzes Semester erstreckt, sondern in einem zusammenhängenden Zeitraum von einigen Tagen, seltener einigen Wochen stattfindet.","Teaching event that does not extend over an entire semester, but takes place over a continuous period of a few days, or in rare cases a few weeks.",false
/academic-teaching/academic-teaching-event/lecture-exercise,01: in preparation,,,/academic-teaching/,/academic-teaching/academic-teaching-event/,Übung zur Vorlesung,lecture exercise,Übung,Exercise,"Lehrveranstaltung, die den Inhalt einer Vorlesung bei der Lösung von Problemstellungen anwendet.",Teaching event in which the solution of assignments (usually in conjunction with a lecture) is presented.,false
/academic-teaching/academic-teaching-event/laboratory-practical,01: in preparation,,,/academic-teaching/,/academic-teaching/academic-teaching-event/,Laborpraktikum,lab practical,Praktikum,Lab,Lehrveranstaltung zur Vermittlung praktischer Kenntnisse und Erfahrungen im Labor,Teaching event to acquire practical knowledge and experience in the laboratory,false
/academic-teaching/academic-teaching-event/lecture,01: in preparation,,,/academic-teaching/,/academic-teaching/academic-teaching-event/,Vorlesung,lecture,,,Lehrveranstaltung in Form eines (folien- oder tafelgestützten) Vortrages,Teaching event in the form of a (slide or board-based) oral presentation,false
/academic-teaching/academic-teaching-event/seminar,01: in preparation,,,/academic-teaching/,/academic-teaching/academic-teaching-event/,Seminar,seminar,,,Lehrveranstaltung mit aktiver Beteiligung der Teilnehmenden,Teaching event with active engagement of the participants,false
/academic-teaching/academic-teaching-event/proseminar,01: in preparation,,,/academic-teaching/,/academic-teaching/academic-teaching-event/seminar,Proseminar,undergraduate seminar,,,Seminar für Bachelor-Studierende,Seminar for bachelor students,false
/academic-teaching/academic-teaching-event/hauptseminar,01: in preparation,,,/academic-teaching/,/academic-teaching/academic-teaching-event/seminar,Hauptseminar,graduate seminar,,,Seminar für Masterstudierende,Seminar for master students,false
/academic-teaching/academic-teaching-event/excursion,01: in preparation,,,/academic-teaching/,/academic-teaching/academic-teaching-event/,Exkursion,field trip,,,Lehrveranstaltung in Form der Besichtigung eines Betriebes oder einer Forschungseinrichtung,Teaching event in the form of a company or research facility visit,false
/accelerator/erl,01: in preparation,,,/accelerator/,/accelerator/,Linearbeschleuniger mit Energierückgewinnung,energy recovery linac,,,,,true
/accelerator/microtron/circular-microtron,01: in preparation,,,/accelerator/,/accelerator/microtron,Kreismikrotron,Circular microtron,,,"Ein Mikrotron, das mit einem einzigen großen Magneten Teilchenbahnen aus immer größer werdenden Kreisen erzeugt.",A microtron that uses a single large magnet to create particle paths made up of ever-larger circles.,true
/accelerator/microtron/racetrack-microtron,01: in preparation,,,/accelerator/,/accelerator/microtron,Rennbahn-Mikrotron,Racetrack microtron,,,"Ein Mikrotron, das mit Hilfe von zwei Magneten Teilchenbahnen erzeugt, die immer größer werdenden Rennbahnen entsprechen. Dies ermöglicht größere Beschleunigungskomponenten und höhere Energien.","A microtron that uses two magnets to create particle paths made up of ever-larger racetracks, allowing for larger accelerating components and higher energies.",true
/facility/facility-complex/,01: in preparation,,,/facility/,/facility/,Anlagenkomplex,facility complex,Gruppe von Anlagen,A group of facilities,,,true
/facility/accelerator-based-facility/ion-beam-facility,01: in preparation,,,/facility/,/facility/,Ionenstrahl-Anlage,ion beam facility,"Anlage zur Erzeugung und Manipulation von Ionenstrahlen für wissenschaftliche und technologische Anwendungen in Bereichen wie Kernphysik, Mikroelektronik, Lebenswissenschaften und Umweltstudien.","Facility for the production and manipulation of ion beams with scientific and technological applications such as nuclear physics, microelectronics, life sciences and environmental studies.","Aktuelle oder in Konzeption befindliche Anlagen, die beschleunigerbasiert sind.",,true
/facility-life-cycle/,01: in preparation,,,,,Lebenszyklusstadien,life cycle stages,,,,,false
/facility-life-cycle/1_design,01: in preparation,,,/facility-life-cycle/,/facility-life-cycle/,1. Entwurf,1. design,,,,,false
/facility-life-cycle/1.1_conceptual_design,01: in preparation,,,/facility-life-cycle/,/facility-life-cycle/,1.1 konzeptioneller Entwurf,1.1 conceptual design,,,,,false
/facility-life-cycle/1.1.1_creating_conceptual_design,01: in preparation,,,/facility-life-cycle/,/facility-life-cycle/,1.1.1 Erstellung des konzeptionellen Entwurfs,1.1.1 conceptual design creation,,,,,false
/facility-life-cycle/1.1.2_conceptionally-designed,01: in preparation,,,/facility-life-cycle/,/facility-life-cycle/,1.1.2 konzeptionell entworfen,1.1.2 conceptually designed,,,,,false
/facility-life-cycle/1.2.2_technically-designed,01: in preparation,,,/facility-life-cycle/,/facility-life-cycle/,1.2.2 technisch entworfen,1.2.2 technically designed,,,,,false
/facility-life-cycle/1.2_technical_design,01: in preparation,,,/facility-life-cycle/,/facility-life-cycle/,1.2 technischer Entwurf,1.2 technical design,,,,,false
/facility-life-cycle/2_realization,01: in preparation,,,/facility-life-cycle/,/facility-life-cycle/,2. Realisierung,2. realisation,,,,,false
/facility-life-cycle/1.2.1_creating_technical_design,01: in preparation,,,/facility-life-cycle/,/facility-life-cycle/,1.2.1 Erstellung des technischen Entwurfs,1.2.1 technical design creation,,,,,false
/facility-life-cycle/2.1_preparation,01: in preparation,,,/facility-life-cycle/,/facility-life-cycle/,2.1 Vorbereitung,2.1 preparation,,,,,false
/facility-life-cycle/2.2_construction,01: in preparation,,,/facility-life-cycle/,/facility-life-cycle/,2.2 Konstruktion,2.2 construction,,,,,false
/facility-life-cycle/2.3_commissioning,01: in preparation,,,/facility-life-cycle/,/facility-life-cycle/,2.3 Inbetriebnahme,2.3 commissioning,,,,,false
/facility-life-cycle/3_operation_and_maintenance,01: in preparation,,,/facility-life-cycle/,/facility-life-cycle/,3. Betrieb und Instandhaltung,3. operation and maintenance,,,,,false
/facility-life-cycle/3.1_operation,01: in preparation,,,/facility-life-cycle/,/facility-life-cycle/,3.1 Betrieb,3.1 operation,,,,,false
/facility-life-cycle/3.2_maintenance,01: in preparation,,,/facility-life-cycle/,/facility-life-cycle/,3.2 Instandhaltung,3.2 maintenance,,,,,false
/facility-life-cycle/4_end_of_life,01: in preparation,,,/facility-life-cycle/,/facility-life-cycle/,4. Ende der Lebensdauer,4. end of life,,,,,false
/facility-life-cycle/4.1_replaced_by_upgrade,01: in preparation,,,/facility-life-cycle/,/facility-life-cycle/,4.1 ersetzt durch ein Upgrade,4.1 replaced by upgrade,,,,,false
/facility-life-cycle/4.2.1_decommissioning,01: in preparation,,,/facility-life-cycle/,/facility-life-cycle/,4.2.1 Außerbetriebnahme,4.2.1 decommissioning,,,,,false
/facility-life-cycle/4.2.2_decommissioned,01: in preparation,,,/facility-life-cycle/,/facility-life-cycle/,4.2.2 außer Betrieb genommen,4.2.2 decommissioned,,,,,false
/accelerator-application/science-application/matter-research/,01 in preparation,,,/accelerator-application/,/accelerator-application/science-application/,Materieforschung,matter research,,,"Erforschung der komplexen Wechselwirkungen zwischen Atomen und Molekülen, die zu Materieformen wie Kristallen, Kunststoffen und Biomolekülen führen.","Research into the complex interactions between atoms and molecules that lead to forms of matter such as crystals, plastics and biomolecules.",false
/accelerator/linear-accelerator/drift-tube-linac,01: in preparation,,,/accelerator/,/accelerator/,Driftröhrenbeschleuniger ,drift tube linac (DTL),,,,linear accelerator to accelerate particles in the low-to-medium energy range,true
/accelerator/linear-accelerator/radiofrequency-quadrupole-linac,01: in preparation,,,/accelerator/,/accelerator/,Hochfrequenz-Quadrupol (RFQ) Linac ,Radiofrequency Quadrupole (RFQ) Linac ,,,"Linac, der niederenergetische Ionen gebündelt beschleunigt. Wird oft als erste Stufe in größeren Beschleunigersystemen verwendet.",linac that focuses and accelerates low-energy ions. Often used as the first stage in larger accelerator systems.,true
/accelerating-process/electrodynamic-acceleration/,01: in preparation,,,/accelerating-process/,/accelerating-process/,Elektrodynamische Beschleunigung,electrodynamic acceleration,,,"Bei der elektrodynamischen (oder elektromagnetischen) Beschleunigung werden elektromagnetische Wechselfelder genutzt, um Energie auf Teilchen zu übertragen.",Electrodynamic (or electromagnetic) acceleration employs changing electromagnetic fields to accelerate particles.,true
